"2,x,2,2,1/2,2,21C,112S,x/1,2C,1,1,1/2,1S,x,1221S,112/x3,1,1 1 19",e2,2016-09-14,88896,36
"1,x,2,2,12/121212,2,x2,2/x,1,1,1S,1/2,1C,12C,1,2/1,1,x2,2 1 19",a1+,2017-01-12,129539,36
"x2,22121,1,2/21,1,2,1,1C/1112S,x,211112C,x2/x,1,2,x2/x4,2 2 23",c2-,2016-12-23,123926,45
"1,x4/x,12C,1,1221C,1/x,1,2,x2/x,2,12,1S,x/x,1,1,2,2 2 14",b1,2016-11-09,108797,27
"x4,1/221,1112S,1,12,x/1,212,1,x2/2,x,21212,1,x/2,1,x,221C,12C 1 28",c3+,2017-02-10,152906,54
"x,2,x,1,1/x,2,2C,1,x/x2,1C,1,x/x5/x4,2 2 5",c2>,2016-11-02,106601,9
"1,x,2,121C,x/x,2,2,x2/2,2C,1,1,x/2,x,2,1,x/x,1,1,x2 1 10",a5,2016-11-13,110430,18
"2C,2,x3/1,2,x,1,x/1,1C,12,12,1/1,x3,2/1,x3,2 1 10",b3>,2016-11-13,110606,18
"2,2,x,2,2/x,1112,21S,x2/x,2221,2,x2/1C,x,221222212S,1S,1/1,21,12C,1,1 1 28",c1,2016-11-07,108131,54
"x4,2/x5/x2,2C,x2/x,1,1,2,x/x,1C,2,1,1 2 5",d4<,2017-01-07,127660,9
"1,x4/1,12,x,121C,x/x2,2S,221,2121/2C,x2,12,x/x5 1 19",4e3-22,2016-05-27,39706,36
"1,1,x3/x,1,x,112,x/x2,1,2C,1/x3,2,1/2,2,2,2,1 1 10",e5<,2016-05-11,4204,18
"1,1,1,1,2/x4,21C/x,21212,x2,2112C/2,x,1,x2/x4,2 2 14",4b3-22,2016-12-16,121860,27
"21,1,x,12112C,x/x,2,x2,1/x,1,2,211C,2/x,2,2,x,2/x5 2 14",d4,2016-11-22,113944,27
"2,x2,12,1/2,2,2,12,1/2,21S,1,1112S,1221S/x,112C,1S,1,1/1221C,222221,2,x,1 2 41",b1,2016-11-19,113107,81
"x,2,2,121,x/x,2,x,22221C,2/x3,2221,1/12112S,2112,x,1S,1/x4,112C 1 28",Sb3,2017-01-07,127583,54
"x,1,x2,2/21,1,1S,2,2/2S,11112S,1212S,2,2/1211221,x2,1S,2/1,2,1,12C,1C 1 28",d1,2016-11-27,115331,54
"2,2,1,x,1/x,2,x,1,1/x2,1221C,12C,2S/1,12S,x,2121,2112S/12S,1,1,2S,x 2 23",3e4<,2016-11-05,107426,45
"x,2,1,x,2/x,12,1,x2/x,12C,1C,1,x/2,1,2,x2/x,1,2,x,1 1 10",b4>,2016-12-04,117752,18
"21,2S,2,2,2/112C,1,2,x2/x,21C,x3/1,1,1,2,x/x,1,2,1,1 2 14",d4<,2017-02-16,155000,27
"2,2,2,x,1/x,21,2,112,1/x,1,221C,12C,1/x,2,2,1,221S/x,2,x,1,1 1 19",Sd1,2017-02-03,149035,36
"2,x4/x2,2,2,x/x3,1,2C/x2,1,1,1/x4,1 2 5",e2,2016-12-05,118439,9
"x3,1,1/x2,1C,12,x/x,12C,2,2,1/x,1,1,2,2/1,x3,2 1 10",a3,2016-12-30,125583,18
"x,2,1,x2/21112C,2,1,1,1/x,1S,x,1,2212212S/1C,2,2S,x2/1,x3,2 1 19",d5,2016-11-02,106617,36
"x,1,2,x,2/x,1,2,x2/x2,2,x2/x2,1C,1,x/x4,1 2 5",b3,2016-11-22,113779,9
"2,x,1,1,1/2,2,22C,2121C,1112/1,1,2,2212,1/x2,212S,x2/x2,21,x2 1 28",e3<,2016-11-13,110492,54
"1,x2,2,2/x5/x2,1C,x2/x2,2,1,x/x2,2,1,1 2 5",c2,2016-07-05,63264,9
"1,2,1,x,2/12S,2,2,2,2/1,1,21C,2S,x/1,1,2C,1,x/x,1,12,1,1 2 14",b1<,2016-12-03,117314,27
"x,2,x2,1/x,2,x,1,x/2,2,1C,12C,x/x,221S,x,1,x/2,x2,1,x 1 10",Sa4,2017-02-01,148002,18
"2,1C,x2,1/x,2,2C,x2/x4,2/x5/x,1,1,x,1 2 5",Sd5,2016-12-17,122144,9
"2,1,x,2,1/1,2,21C,1,1/x,1,2,2,1/x,2121S,x,2,2C/2,x2,2,1 2 14",d1+,2016-11-13,110405,27
"1,1,x3/x3,211212,x/x2,1,x,2/x3,2,x/x3,2,x 1 10",Sd3,2016-05-03,8310,18
"x5/x,1,12,x2/x,1,x,2,2C/x2,1212221C,x,1/2,2,1,1,1 2 14",Sb4,2016-12-14,121291,27
"x,2C,x,1,1/2,x,2121,x2/2,x,1,2,x/2,21121C,1,x2/1S,x3,2 2 14",Sd2,2016-10-25,104049,27
"x4,2/x2,1,x,2/x,2,12C,121C,1/1,1,2,x2/1,x,2,x2 1 10",b2,2016-11-05,107447,18
"x3,1,x/x2,1S,x,12112/2,2,2,22221C,1/1,1,2,2C,1/2,x3,121S 1 19",e3-,2016-11-01,106316,36
"x,2,x2,1112S/1C,21S,x,12211121212,x/x,1S,2S,x2/2,21121112C,x,1,x/x,12,x3 1 37",2b2>11,2017-02-09,152694,72
"2,1S,2,221,2/x2,12,2,x/2,12,1,1C,2/1,1,11112C,1,1/x4,1 1 19",b2,2016-11-20,113434,36
"2,2,2,1,1/x2,2C,1,2/x2,1C,2,x/x2,1,2S,x/1,1,12,1,x 1 10",d2>,2016-10-23,103181,18
"x4,1/x2,2,1,x/x3,12121C,x/x2,2C,x2/x,2,2,21,x 1 10",d4,2016-11-25,114848,18
"x4,1/x3,1,x/x,2,x2,1/x,2,x,2112C,1/x,2,x,21C,2 1 10",e2,2016-12-21,123155,18
"x,2S,x3/x,12212121C,x3/x,2121,x,2S,1/1212C,x,21,x,2S/1,1,x,12,1 2 23",2a4>,2016-07-17,68456,45
"1,x,2,x2/21,21,1,212S,221221S/2,221C,x,12,x/2,1112C,122112,12,x/x4,21 1 37",5e2+23,2016-06-15,53817,72
"x3,1,2/x3,2,1/x2,2,1C,x/x3,1,x/2,x3,1 2 5",Cc2,2016-08-17,77430,9
"1,x3,2/1,x,1C,2,2/1,1,12C,12S,1/2,2,x,1,x/x5 1 10",c4,2017-02-21,156281,18
"1,x2,1,2/1,1,1C,11112C,1/2,21,1,1122,2/1,2,x2,2/x3,2,2 1 19",e2-,2017-01-02,126300,36
"x4,2S/x,1,x2,21/2,112,12,112C,1/1,112,x,1C,21/2,2,2,1,x 1 19",c4,2016-11-06,107918,36
"2,x,121S,x,2/1,1,21,12,x/2,1,1C,2S,12/21,2,2C,112,1/x2,2,1,1 1 19",a5,2017-02-11,153405,36
"2,1S,x,1,1/1C,12C,1,1,x/x,2,1,1,12/x,2,1,2,12/2,2,2,1S,12 1 19",c4>,2017-01-09,128044,36
"2,x,1,x2/2,x,1,x2/21,x,1C,2,x/1,1212112C,x3/1,x,2,x2 2 14",5b4<,2016-06-10,50166,27
"x5/x,112,x,2,x/2,1,12221C,1,12C/1,x,1,2,1/2,x3,1 2 14",a2,2016-11-25,114708,27
"2,x,1,x,1/x,12,21,1221C,1/1,12,x,2,2C/1,1,x,2,x/x5 2 14",c3,2016-11-22,113935,27
"2,x3,1/2,2,2,1,1/2,1,11C,12,12C/x5/x5 1 10",a4,2017-01-30,146982,18
"1,x4/22112C,x,1S,2,2/x2,1C,x2/1,1,x3/2,x4 1 10",b3,2016-12-15,121558,18
"22212,x3,2/x,1S,1,221,2/x,1,21S,21C,x/x,12C,1,x,1/1,x,2,x2 1 19",Sb1,2017-02-01,148451,36
"x2,2,x,2/x2,2,x2/2C,211C,2,x2/x,2,1,1,x/x2,12,1,1 1 10",3b3+,2017-02-13,153724,18
"2,x3,2/1,2,2,2,2/1,112S,12,x,221C/x4,1112C/x,1,x,121,1 1 19",a2>,2016-06-13,52506,36
"x3,121,2/2C,x,212112,1,1C/x3,2,12S/x,22,1S,1,x/x,12112,1,x,1 2 23",b2,2016-11-18,112532,45
"21,x,1122121C,11,1/2,x,212,1,x/2,x,1112C,2221S,2/x,2,1,221S,2/1,x,21,2,2 2 32",Sb1,2016-11-28,115791,63
"x3,2C,x/2,2,2,x,1/x2,2S,22212221C,1/1,x,1,x,2/1,1,11112121,x,2S 2 23",c3+,2016-12-31,126052,45
"221121C,11,x3/21,x,2,2,2/112C,2,21,1S,2/1,x,21S,x2/12,1,12,12,x 1 28",2c3-,2016-10-21,102755,54
"1,x3,2/x,1,x3/x4,1/x,1,2,x,2/1,2C,x3 2 5",c3,2016-11-05,107515,9
"2,2,2,x2/2,222221C,21,x2/2,21112C,1,x2/2221,21,x3/2,21,x2,1 2 23",d1,2016-12-14,121224,45
"1,11112C,1,x2/x,2,1,11221,1/12,x,2,221S,1/x,211,222221C,2,1/x3,21,2 2 32",d4>,2016-11-20,113212,63
"x,1,x3/x,21,x,2,x/x,221221,2S,2,2C/1,212S,122121C,1,1/x,1112,x,1,1 1 28",a5,2017-02-04,149345,54
"2,x3,1/x3,1,2/x2,1C,2C,x/2,x,1,x,1/x5 2 5",a3,2016-12-14,121285,9
"x,1,x2,1/x2,12112C,x2/1,21,11222221C,1112S,x/x2,21112S,12,1/2,x,1,2,x 1 37",d1,2016-12-17,122218,72
"x2,12,1,x/x,221C,1S,2,21/2,1,12C,121S,1/x,21,2,11212S,x/2,1,2,2,2 2 23",2c3<,2016-12-11,120393,45
"x,2C,1,1,1/x2,12,x2/x,121C,21,x2/x2,2,x2/x,2,x2,2 1 10",d3,2016-11-25,114642,18
"2,x4/x5/x,2,2,x2/x,1C,1,1,x/1,1,2C,x2 2 5",c5-,2016-12-12,120539,9
"x4,1/x5/x3,1,1/x5/x,2,21C,2,2 2 5",Cc4,2016-12-17,122216,9
"x,2,1,1,1/x3,1,x/x5/x5/x,1,2,2,2 2 5",c4,2016-12-06,118634,9
"x,2,1,x,1/21212,x,2,2,x/x,1,1C,x2/x2,1,x2/2,x4 1 10",b4,2016-07-21,69646,18
"x,2,1,2,1/x2,12C,x,1/x,2S,2,121C,12/1S,2112112,1S,12112,x/2,21S,2,1,21 1 28",2d3>,2016-12-16,121997,54
"2,2,1,1,1/12,x,1C,x2/2,112C,x3/x,1,x3/x,1,x2,2 1 10",c4,2016-12-19,122763,18
"x,1S,2,2,12/2C,2,1,121221,x/1,x,2,x,221C/1,1,2,1,12/1,x3,1 1 19",d3,2017-01-24,140204,36
"x2,121S,x,2/2,2,221C,2C,x/2,x,21,2,x/x2,1,1,x/x2,1,x,1 2 14",d3<,2017-01-04,126784,27
"2,x3,1/2,x2,2C,1/2,x,1,21C,12/21,1,x3/x,2,x3 1 10",b3,2016-12-15,121495,18
"x4,2/x,1,x3/x,1,2,x2/x,1,2,x2/1,1,2C,x2 2 5",c3<,2016-11-13,110567,9
"2,1C,x,1,x/2,2C,x,1121,x/x,2,1,x,1/x,1222211112S,x3/1,x,2,2,1 2 23",5b4>,2017-01-03,126363,45
"2,x,1,x2/x2,1C,x2/x2,1,2,1/x2,1,x2/x,1212C,12,21121,2 2 14",e5<,2016-12-06,118539,27
"2,2,x3/x,2C,2,221,x/x,1C,1,11,2/x,1,x,2S,x/1,x4 1 10",c4,2016-09-22,92708,18
"1221,1,1C,12C,1/x2,122212,x2/x2,2212221S,11,x/x3,21,2212/2,2,2S,2121S,x 1 37",4c3-,2017-02-09,152673,72
"x4,2/x3,1C,x/x2,2,1,x/x2,2,1,x/x2,2C,1,1 2 5",c3>,2017-02-13,154059,9
"2,2,1,x2/x,2,x3/x,2,x3/x,1,1C,1,x/x4,1 2 5",Ca4,2016-09-08,86329,9
"2,2,1S,21,12/2,1S,212C,2,12/x,1,1C,2,21S/x,1,1,1,2/1,x2,2,2 1 19",2e3-,2016-10-23,103200,36
"1,2,x3/x2,1,x,2C/21S,1,21,x,2/x,2,21C,1,2/2,2,x,1,x 2 14",c1,2017-01-15,135035,27
"1,2,2,1,x/1,12S,x,2121C,x/2,1,1,12C,1/2,2,12121,2,1112S/2,1,x,2,1 2 23",4e4<13,2016-11-07,108160,45
"x,1,x,12,1/1,1,21C,12C,2/x2,221,2,2/x3,21,1/2,x,2,x2 2 14",Sc4,2017-01-26,141106,27
"2,x3,1/2,2,1,1,x/1,1C,2,x2/x5/x5 2 5",Cd3,2017-01-30,147489,9
"1S,1,x3/2,22C,21S,2,112S/2,1,1,21C,221/21,2,1,x,21/2,x3,121S 2 23",b4<,2017-02-13,153739,45
"x2,1,x2/x3,1,x/x2,2C,1,2/x3,1,2/x3,2,1 2 5",d5-,2016-05-04,293,9
"x,2122121,x2,1/1,x,1C,2,1/1,x,1,12C,2/x2,2,2,x/x5 2 14",c5,2016-12-12,120546,27
"2,12,1,x2/1,12,1,1,x/2,2,1S,1,1/2,1C,12,2C,2/1,x4 2 14",b5,2016-11-09,108826,27
"x,1S,x2,2/21121S,x,1,1,2/x,12,1,21C,x/1,2,2,112C,12/x2,2,1,x 1 19",3a2+12,2016-11-13,110592,36
"21,1,1,x,1/x,2C,x3/2,x4/x5/2,x4 2 5",d1,2016-10-26,104350,9
"x,2,2,221S,x/2C,2,x,21,x/1,1,2121C,x,1/1,2,x3/1,x3,2 2 14",Sd3,2016-12-08,119252,27
"1,1,1,1,x/x2,1,2,x/x3,2,x/x5/2,x2,2,x 2 5",Ce1,2016-11-12,110016,9
"x5/x5/2C,2,x3/1,1,1,1,x/1,x,2,x,2 2 5",c5-,2016-11-07,108263,9
"x5/2,x4/2,x4/1,122C,11C,1,1/12,x,1,x,2 1 10",a4+,2016-12-27,124756,18
"1,x3,2/12,x3,2/1,1,x2,2/x,1,x2,2/x2,21,12,1C 1 10",2c5>,2016-12-14,121213,18
"x2,2,x,2/x,2,x3/x,12,1C,1,x/1,2,2,1,x/x,12C,1,1,1 1 10",c3<,2016-11-13,110553,18
"2,1,1,2,1/1,2S,2S,221,12221C/x,1,2,2,x/12,2S,x3/1,1,12C,1,x 1 19",4e2<,2016-10-13,100193,36
"x4,1/1,2C,x,1,x/2,1,x3/x5/2,x,2,1,x 2 5",c4,2016-10-27,104771,9
"1,x2,2,2/1,1,x,2,2/1,2,212C,21,2/1,112,x,1,1C/x,1,x3 2 14",Sa5,2017-02-16,154794,27
"x2,2C,1,1/x2,2,2,1/x2,2,121C,x/x2,1,2,2/x2,1,1,2 1 10",e3,2016-12-06,118619,18
"2,x3,1/x3,2,2/x,2C,1,1C,1/x,1,x3/x5 2 5",a4,2016-11-22,113994,9
"1,1,x,12C,1/x,2,212S,21C,1/1,1,x,2,x/x,1,2,2,x/2,2,1,2,1 2 14",c4+,2016-12-05,118408,27
"x,1,x2,2/x,1,1,1C,2C/x3,2,1/x,2,x3/x5 2 5",c4,2016-12-05,118355,9
"x5/x,2,x3/1,1C,2C,x2/x,1,x,1,2/1,x3,2 2 5",e3,2017-01-10,128504,9
"2,x4/x5/2,1,1C,x2/x,1,2,x2/1,1,2C,x2 2 5",a4,2017-01-24,140396,9
"2,221S,21,1,1/2,2221S,21,x,2/2,x,1C,11,1/1,2S,1,1,2/1,1,2S,112C,2 2 23",a3+,2016-11-12,109783,45
"2,2,x3/x2,2,1,x/x3,1,x/1,1C,2112C,2,x/1,2,x,1,x 1 10",b3,2016-12-11,120291,18
"1C,2,2,2,2/x,1S,1,1,x/12,2,1,x2/x,12,2,x2/1,1,111112C,12,x 1 19",e5,2016-12-14,121213,36
"x2,12,2,2/x,121,21,1,x/x3,121C,1/x2,2,12,x/x2,2C,1,1 2 14",Sa2,2017-01-24,140371,27
"1,2,x2,2/2,1,2,x2/x,1,1,1,x/x5/x5 2 5",a3,2016-06-16,54502,9
"1,x,2,1,x/x2,2,1,x/x2,1,1C,x/x3,2C,x/x4,2 2 5",b3,2016-10-31,106173,9
"x5/2,x2,2,2C/x2,1,1,1/x4,1/2,x3,1 2 5",d4,2017-01-18,136737,9
"2,x2,2,x/x5/x5/x2,2C,1C,x/1,1,1,2,1 2 5",d5<,2017-01-08,127878,9
"2,x,1,221S,x/2,x,2S,1,2/1,121S,1,1,212/222221C,112C,112,2,x/1,1,x,2,x 1 28",2b3>,2017-02-18,155538,54
"x,1121,1,x2/x,2,1,1,1/x,212,x,2,2/x3,2C,1C/x,1,2,x,2 2 14",3b3-12,2017-01-28,144923,27
"x4,2/1,x3,2/1,x2,1,1C/2,x3,2/1,x4 2 5",c3,2016-10-26,104547,9
"2,x3,1211/2,x3,121/2,x,121,221112,12112C/2,1221S,1,x2/1S,1,2,22221C,1 1 46",2c3>,2016-11-09,108694,90
"x,2C,x,1,1/x2,111112,1,x/1,112222121C,1,2,1/221221,x4/x,21S,2,2,2 2 32",d3<,2016-12-21,123297,63
"1,212S,2,1,1/x,2,1212,1,x/x,21,1112C,x2/2,21C,2,2S,x/2,x,1,x2 2 23",a3,2016-11-13,110558,45
"2,x4/x,1,x3/x,2,1C,x2/x,1,2,x2/1,1,2C,x2 2 5",d4,2016-11-29,115886,9
"2,2,x,21S,2/x,2,x,212,x/x,1,2,x,1/x,221C,1,1,x/1,11112C,2,x2 1 19",b3>,2016-12-06,118513,36
"1,1,1,2,x/1,2S,1C,21,2/1,x,2C,x,12/x3,2,x/x4,2 1 10",a4,2016-11-02,106589,18
"12,1,1C,1,2/1,112C,12,1,1/x,1,2,21,x/x5/x4,2 2 14",d4,2017-02-01,148068,27
"2C,1,1,1,1/2,21C,x,2,x/112,x4/1S,x4/x,2,x2,2 1 10",a4-,2016-11-09,108729,18
"2,x3,1/2,x,1,x2/2,x,1,x2/2,x,1,x2/1C,x4 2 5",Cb4,2016-11-14,111069,9
"2,2,2,2,x/1,1,x3/1,2,2C,2,1/x,1C,1,1,x/1,2,2,1,x 1 10",e1,2017-01-14,132461,18
"1,x3,2/1,x4/1,1,x2,2/2C,2,1C,x2/x5 2 5",c3,2016-11-09,108753,9
"2,x4/x3,1C,x/x2,2C,1,x/x2,2,1,x/1,x,2,1,x 2 5",c3>,2016-11-10,109235,9
"1,x4/2,2,2C,1C,x/1,1,1,x2/x5/2,x4 2 5",c4,2016-11-13,110603,9
"2,x3,1/x2,2,1,1/x2,2C,1,x/x2,1C,2,x/x5 2 5",c3>,2016-09-25,93722,9
"1,21C,2S,x,1/x,11211221,2S,1,2221/1S,2S,2C,2,2121/1,12,2,12,1/1,1,1,12,2 2 32",d3>,2016-11-11,109750,63
"x4,1/x3,1,1C/1,2,2,12,12C/x,2,1,1,2/2,x3,1 1 10",a3>,2017-02-05,150675,18
"x,2121,2,x,2/1,1,2111,1S,1/2S,2S,21S,1S,2/2,2,21112C,2,1S/x2,221C,221S,x 2 32",a1,2016-11-11,109614,63
"2,2121C,2,x2/x,2,2C,2S,x/x2,2,1,1/1,1,1S,2S,1/x,12S,121212,112,x 2 23",e1,2016-11-10,108953,45
"2,x2,1,1/2,1,21,1C,2/1212,x,2,2112C,x/1,1,x3/x5 2 14",b3,2016-11-12,110241,27
"11112S,21,x,2,2/1,1,1,112,2S/12,1C,1,1,121S/x,12C,1,x2/1,x,2,x,2 2 23",2a3-,2016-09-13,88809,45
"x2,1,1,2/2,1S,2212S,2,2/2,21,21S,11112C,1/21C,x,221S,1,2/2,x,2,1,1 2 23",b5,2016-09-23,92815,45
"2,12,2,x,1S/x2,1,1,x/x,1,x,212112,x/1,1C,2C,x2/1,2,1,x2 2 14",e2,2016-10-27,104933,27
"x5/x3,1,x/x3,21C,1/x2,12C,x,1212/2,x2,2,1 1 10",e3+,2016-12-19,122474,18
"1,1,1,1,2/x2,2C,1C,x/x2,2,x2/x5/2,x4 2 5",e2,2016-11-07,108110,9
"2,2,11112C,12,x/2,x,1,221S,12/1,221S,2,2,1/2,2,211C,2,x/x2,21,221S,2 1 28",Se1,2016-11-22,113944,54
"2,1,2,1,x/2,2C,21C,2,x/x2,212,2,x/x,1S,x,12,1121S/1,1,12S,x,1 1 19",2c2+,2016-11-11,109600,36
"x,2,2,2,1/x,1,1,2,x/1,1,1,21C,2/x3,12C,x/x4,2 1 10",e2,2016-11-07,108261,18
"x3,1,1/x2,2,21,x/x,1,1,2,1/x,1,2,21112C,2/1,2,2,1C,2 2 14",a4,2016-11-25,114705,27
"1,x,2,2,12/21,x,212,x2/x,2,21112,x2/2S,12,11112C,1,1/2,1,1,221C,x 1 28",2a2>11,2016-11-07,107990,54
"1S,x,1,2,1/1,12112,2C,2,2/1221221C,2S,1,1,2/2S,x,112S,1,2/1,1,1,2221S,21 2 32",3b2<,2017-01-28,145219,63
"1,x4/x5/x2,1,x2/x2,21,x2/2,2,1,2,x 2 5",Cd4,2016-11-25,114795,9
"x,2,x2,2/2,1,x3/1,1,x3/1,12,12,2,x/1,2S,1,1C,x 1 10",c1,2016-11-01,106441,18
"2,x3,1/2,1S,1,1,x/221C,12C,1,x2/x,2,1,1,x/2,212,x,1,2 2 14",3b5>12,2017-02-09,152310,27
"x,2,x,1,x/x,2,x2,1221S/x,2,22221C,21,1/221,x,2,2,1112C/x,21S,x,1,1221 1 28",b4,2016-11-25,114637,54
"1,x,1,x2/x2,1,x2/x2,1C,x2/211221,x4/x,1S,2112C,12,2 2 14",Sb4,2016-11-20,113378,27
"1,x3,2/1,1,2,1,2/2C,2,1C,1,2/x2,1,2,12/x4,1S 1 10",e5-,2017-02-13,153728,18
"x2,1,2,1/x2,1,2,1/x3,1,2/x5/x4,2 2 5",c3,2016-05-11,4329,9
"1C,1,1,x,2/x,212,12,2221S,x/x,2,11112C,x,1S/x,2,x3/x,1211212,x2,1 1 28",b1+,2016-11-16,111849,54
"x,2,x3/x,21,2,1,2/12C,1C,x,2,x/1,1,1,2,x/1,x3,2 1 10",c1,2016-11-13,110742,18
"2,2,2,x,1/x2,22,x2/1,x2,11121C,2212C/x3,1,x/1,x4 2 14",3e3-12,2016-10-18,101905,27
"1,2S,2S,2,x/2S,1,1,2112C,x/1,1C,1,12,1/1,2,x,2221,2/1,x,2,2,2 1 19",4d4-,2016-11-07,108153,36
"1,1,1,1,2C/x2,1C,1,12/x3,2,121S/1S,112,2,2,2/1,x,2,x2 2 14",a3,2016-11-20,113475,27
"1,1,1,x,2/x2,1,1,x/x2,2,1,12/x2,121112C,2,12/x,1C,x3 2 14",e2,2016-12-31,125902,27
"2,x4/x4,1/x3,1C,12/x3,1,x/2,x3,1 2 5",a2,2016-11-07,108181,9
"1,1,112S,12,x/x,1,2,12C,1C/x,1S,112112,x,2/x,21212S,x3/x2,2S,x,2 2 23",d3,2017-02-09,152471,45
"x4,2/12,1C,1,121,x/x,2,2,x,21/x5/1,x3,2 1 10",d3,2017-01-29,146463,18
"2,x3,1/2,2C,2,1,x/1,1C,1,x2/x5/x5 2 5",d3,2016-11-07,108006,9
"x,2,2,x2/1,2,1,1,1C/x,2111112C,1,x,2/1,x,11112111212S,2,2/1,1S,x,2S,2 2 32",a3,2016-11-27,115604,63
"1,1,x,12,1/x2,1C,2C,2/x2,1,21S,2/x3,2,1S/x3,2,2 1 10",2d3+,2016-09-26,94092,18
"12,112,2,2,1/x,1,12C,2,1/x,2,1,1,1221C/x,1,1S,12,x/x2,1,x,2 2 23",b3>,2016-11-07,108111,45
"1,x3,2/1,2,x3/12C,2,1C,x2/1,12,1,1,12/x5 1 10",d5,2016-12-27,124742,18
"2C,1C,1,1,1/12,x4/x,121S,x3/1,12,x,2,x/x,112,x,2,2 2 14",b2,2017-02-09,152672,27
"1221S,1,x,2,2/1,1C,112C,2,x/1,1,112,1,2212221S/112,1,x3/x2,21221,x,2 2 32",3a4>,2017-02-03,149102,63
"1,12S,x,2,1/1112C,2,2,21,x/x,212121C,x3/2S,1,x3/x,1,x2,2 1 19",Sc1,2016-10-03,96886,36
"1,x3,2/x,1,x,2C,2/x,1,x,2,1/x3,1C,x/x5 2 5",c3,2016-12-05,118208,9
"x2,2,x,2/x2,2,x,1/x,1,x,2C,1/x2,212,1,1/x,2,2,1,1 1 10",Cc3,2016-06-05,46184,18
"x5/x,1,2,2,x/x,2C,1C,1,1/x5/2,x3,1 2 5",e2,2016-12-12,120562,9
"x2,1,2C,1/x2,1,2,x/x2,1,2,x/x3,1C,x/x4,2 2 5",e4,2017-02-08,152248,9
"1,x,2,x2/1,12,2,x,2/212S,1,x3/x,1,x,112C,1/2,12,22121C,x,1 1 19",a4,2016-06-11,51480,36
"x,1,2,2112,2/21C,x,1211112C,x2/2,1,x,1,1/2,2,x2,1/2,x3,1 1 19",b1>,2016-12-02,117231,36
"x5/x,1,x2,2/x2,121212C,12,21/x,1,21C,1,x/x,2,2,x,1 2 14",e2+,2016-12-04,117755,27
"2,x3,1/x,1,2,1,x/x,2,1C,2,x/x3,1,x/x5 2 5",Cc4,2016-07-20,69262,9
"1,1,x3/x,1,x3/x5/1,2,x3/1,x,2,2,2 2 5",a3,2016-11-10,109187,9
"2,x3,1/2,x2,1C,2/x,1,x,2C,1/x4,1/x5 2 5",e2+,2017-01-25,140896,9
"x5/x3,2,x/x,2C,1,1,x/x,1,2,1,x/x,1,x2,2 2 5",c2,2016-11-03,106925,9
"x2,2,1,1/x,1C,2,1,x/x2,1,2,x/x5/x4,2 2 5",Ce2,2016-11-09,108730,9
"1,x,2,x2/1,x,1212,1,1/1,1,x3/112,2S,1,2,2/x,221C,1212C,x2 1 19",c4>,2016-12-05,118137,36
"x4,2/x3,2C,x/x2,121C,1,x/1,2,x,112,x/x,2,x,1,1 1 10",c4,2017-01-12,129207,18
"x2,2,1,1/x,1,112,1,x/x5/x2,2,x2/x,21C,x,2,2 1 10",b2>,2016-10-19,101999,18
"x,2,x,1,1/x,2,12C,2,1/x2,2,1C,2/1,21,12,121,x/1,x2,1,2 2 14",c5,2017-01-04,126705,27
"x4,2/x2,1,1,2/x2,12C,1,x/x3,121C,12/x3,2,1 1 10",e5<,2016-09-17,90361,18
"21,x,1,2,221C/x,11,x,1S,2/2S,12S,1S,112C,211112/1,1,2S,x,2/1,1,2,1,2 1 28",3e1+,2016-09-29,95688,54
"1,x,2C,x2/221,12,x3/1,12,1C,x2/1,1,121,1,x/2,2,2S,x2 2 14",c5-,2017-01-24,140373,27
"x4,2/2,x4/2,1C,2C,x2/1,1,1,x2/1,x4 2 5",b2,2016-11-06,107841,9
"x5/1,1,2C,1,x/2,1C,2,x2/x5/1,x3,2 2 5",b4,2017-01-31,147947,9
"x,12,x3/x,1121221C,x3/1,1,2,x2/111112C,1,121,x2/1,112,1,x2 2 23",c3+,2016-11-20,113407,45
"x3,2,2/x,1,2,x2/x,2C,x3/x,1C,1,1,x/x4,1 2 5",a4,2016-10-28,105182,9
"2,2,x2,1/1,2,x,1,x/2,21C,1S,12C,x/12,2,2,x2/21,x2,1,1 2 14",e3,2016-10-25,104260,27
"1,21,121,x,2/12C,12,112,x,2/x2,1C,2,1/x2,1121,x2/2,x2,1,x 1 19",c3-,2017-02-16,154942,36
"21,2,12,x2/x,22221C,x,2,2C/x,1112S,x2,1/1,112,11121S,x,1/21,1,x,12,1 1 28",4c4>,2016-12-10,120044,54
"x4,2/1,1,x2,2/1,1112,1,121C,2/x2,2,1,21/x3,12C,x 2 14",e3+,2016-12-16,122020,27
"x,1,x2,2/x,1,1,1,x/x,2S,12C,2,x/x,1,x,1,x/x,1,1,2221C,12 2 14",e2,2016-11-14,110877,27
"x,2,x2,2/x,1,2,2C,x/x3,1,x/x,1,1C,1,2S/x,1,2S,112,1 1 10",b3,2017-01-07,127673,18
"1,x2,12,x/2,1C,1,12,x/x,2,1,12121112C,x/1,x,1,2,21/x3,1,2 1 19",c4>,2016-12-10,120143,36
"x,1,2,1,2/x2,2,2C,x/x2,1C,x2/x5/x3,1,1 2 5",c4,2016-11-11,109600,9
"2,212,2,x2/1,1S,1S,2,22221C/121,x,2,21S,x/1,1,2,2,11112C/2121,x,2,2,1 1 28",b2-,2017-01-18,136906,54
